True Values,Predicted Values
-2.739273241,-3.2454746421715814
-4.853247514,-5.266608275909041
-2.498271838,-2.256406226576515
-2.943687832,-2.544410205290388
-1.79,-1.3807997841724342
-2.29,-1.5397646802175282
0.285847566,-2.2380482210622343
-4.657840035,-3.4621048883998373
-1.911782265,-0.4308162153784881
-4.258271222,-4.176753998339943
-4.887169116,-5.343325436674233
-1.24,-0.8061012422670774
-4.29417848,-4.717962873945455
-1.13,-1.160491682950274
0.364315227,-0.05492684402787019
-4.5999999,-4.298817941645273
-4.061571701,-3.8457451246549743
-2.437477847,-2.5731471831113457
-5.459859141,-5.103332075541842
-5.3800001,-5.312471663559248
-5.305966488,-5.005560953252384
0.849087089,0.6773665327842757
0.50894091,-0.4559665361867813
-3.03,-2.385082168790801
-4.118852797,-3.9148557466176164
-2.810603515,-2.1510730674216636
-3.367022524,-3.334380892240343
-4.191870982,-4.446149042498597
-2.422221171,-1.7826459702192772
-2.559613874,-2.5123379911089545
-1.162250286,-2.3727500384782263
-1.162377904,-1.0637278119628324
-3.345961532,-3.9244094047022595
-1.4,-1.3498033181272857
-1.981471596,-2.437114407325303
-6.448866965,-5.865232854736191
-6.6199999,-6.840314781796554
-4.6100001,-3.666751781486971
0.001793448,-0.5794929951888533
0.8147951,0.7435345544234433
0.458107615,-1.359614310892402
-2.163747133,-2.0103388491410095
-4.363099872,-4.82758452714218
-2.9659295,-2.4043469971638074
-0.5608856,-0.8154010762828482
-4.35575263,-4.680872421013081
-1.291934418,-2.1132008919055885
-0.822244418,-0.027466015697735595
-2.702857893,-2.778238641134246
-0.207514254,-0.42024832750361957
-4.113623901,-3.7606511227459523
-0.804689247,-1.4517686504949876
-2.765899586,-3.04881345355625
0.039999999,0.02796078836776161
-4.222435519,-4.8416136964167995
-4.228730244,-4.912695399655844
-5.971229336,-4.119861461554774
-5.323868106,-4.9891078051764755
-3.8,-3.469076472602561
-1.695427229,-2.1338367718373283
-1.36,-1.6296131765287571
0.602077346,1.0207961284991962
-5.396470211,-5.517315456391559
-3.177880228,-2.2994482854347154
-3.891069358,-3.8049522393331454
0.49000001,0.6416103749412101
-0.421269318,-0.8819472033904482
-4.4400001,-4.3115665934453835
-1.435516387,-2.161281877554131
-1.569624523,-3.0326476457358065
-2.56213723,-3.1969086637854622
-0.441643715,-0.6887256539751345
-2.364295705,-1.6694976893967473
-0.746436269,-5.465680118677106
-2.3900001,-2.67157264430659
-0.713735462,-0.9565586588886819
-2.847148805,-2.8699042416380003
-4.049147842,-4.100096991503005
-1.74217923,-1.9678551023820234
0.730328334,0.7583423823457471
-2.66253847,-2.0310308528090655
-4.683951269,-4.373313218960357
-0.089849131,0.16830742649056285
-7.466676129,-6.5690099474595804
-4.481951358,-4.530611938905241
-3.4000001,-0.960116428239659
-3.989285362,-2.3707364447650523
0.851725707,0.4981393341810935
-3.76871563,-3.472201188100161
-1.007740604,-0.9859182980607836
0.297363559,0.37088621599482174
-1.54,-1.7422709810040071
-5.162158939,-5.749664788505716
-2.387049191,-1.807237050987582
-5.623232549,-5.424313846754592
0.487023594,-0.45419925800840477
0.313166279,0.35873024877886
-1.518631896,-1.5619520101165003
1.14,-1.9022113091348287
-3.162092979,-3.0768310471101423
-3.576256936,-2.3076154952557055
-3.90422814,-3.6202023696899692
-4.494042151,-4.382606294451171
-2.244572095,-1.9142452827275152
-2.569071529,-1.8574923763328746
-1.801826923,-3.0792331442733567
-1.04,-0.5531059085287444
-1.318952859,-1.4152760435593237
0.25999999,0.40098146107409227
-4.91187806,-2.697743296293079
0.28544729,0.3688190816490256
-3.140450738,-3.219576717353794
-1.639504478,-2.14355734394864
-2.1400001,-2.188032811581182
0.054038369,0.7957859803490032
-5.183030838,-5.190089905711915
-4.8400002,-5.068785312158227
-4.9171696,-4.960794171875289
-5.108538899,-5.604300908239189
0.267779682,0.12441512777111367
-1.310228781,-1.4247338998375858
-2.605664527,-2.383241210175632
-1.687596657,-2.5634541712599104
-2.5699999,-2.3384477796499126
-5.146384901,-5.2421275200074
-3.298386287,-3.8562479486133014
-1.430863129,-1.0463992962923276
0.386948245,0.35701589438973425
-2.930148738,-2.6728292037660477
-0.80000001,-1.1074977972298619
-1.96,-2.017538910742196
-4.0700002,-3.7942482951126233
0.801161564,-0.3121676893129563
-3.418369159,-2.152421430794142
0.081310296,0.41556493143834733
-1.22,-1.0060882577950359
-2.696457819,-2.5965146595459307
-1.024262237,-1.2640987198782598
-2.900148916,-4.7632647369820305
-3.6800001,-4.611146426487157
-3.342229102,-3.209223184612937
-1.744940752,-1.786744508726449
-2.28876815,-2.02889182412246
-0.414595665,-0.3025041369324465
-5.279727696,-5.181400655908876
-4.86987517,-4.616644697127149
-7.489053566,-6.571538688391504
-3.584234343,-3.2496004304862898
-6.096970078,-6.028701183348079
-3.8099999,-3.7529781320252478
-3.3,-3.0829898597471908
-4.419833604,-4.455188420251208
-3.756173033,-3.100121855191799
0.376467487,-0.0007546752278492601
-1.778677221,-2.978419700628434
-1.952341301,-2.5823618546545943
0.31,0.1611692588788922
-3.151124914,-2.3029345983821132
-0.189648368,0.03499305645446032
-2.354468139,-2.413105717669808
-1.752819655,-1.9654456482525196
-2.532200851,-2.386319709700489
-4.600581121,-4.540414347384653
-4.041773721,-4.6334324893530665
-4.0799999,-5.810722315282346
-5.147934254,-4.214200164254164
-2.236189577,-4.1008381920753125
0.612297043,0.24528511801211722
-6.33169643,-5.190771619608838
-3.206819691,-3.3342434151570735
-1.42,-1.8816159072034593
-4.782962552,-4.60233739969476
-3.270429853,-2.3619224659293017
-2.0599999,-1.9559892262733547
-2.350232642,-1.5866167466348893
-3.820299073,-4.276355042948574
-3.632243844,-3.375595870177822
-0.82999998,-1.0654258164632049
-2.234599141,-2.058370673269751
-4.069029225,-3.8399272007915566
-0.737594785,-0.9747196396368362
-4.110877573,-4.213923408594337
-1.111844675,-0.14993136267163473
0.528739061,-0.4434558521579042
-0.81999999,-0.35790673522985195
-0.468698679,-0.11368395237607905
-0.95762225,-1.1358266886374926
-7.400667813,-5.538541745536537
-1.565444995,-2.1131638180847006
-4.221184358,-3.3033007978239306
-2.75565002,-2.1080570687508637
0.28,-0.10497581770421709
-3.97,-4.06441231913466
-0.367011145,0.10312054398216661
-2.968381497,-2.4038611423754124
-5.225428724,-4.094242584140835
-3.99,-4.8493398141032396
-3.5899999,-3.0064876023885545
-3.86398532,-3.675159099867042
-1.613633146,-1.7037963860839307
-1.75514386,-1.6106150386564513
-0.41,-0.24542593427350337
-5.25355,-5.318032780165533
-2.441234541,-2.0983841184736725
-2.471879111,-2.817088837153654
-3.696259762,-3.5252690701797356
-1.814151487,-1.9157440361345923
-3.168606865,-2.796704195042559
0.85000002,0.1038440634318361
-6.992985145,-6.732154790298543
-2.145751928,-2.37033031044312
-2.655893808,-2.6674762163213708
-7.060267847,-6.893074171600318
-4.172219769,-4.703817459126372
-2.78,-2.5501819305974407
-1.246654256,-1.2839503054037493
-7.324412843,-6.292194938641025
-2.864697085,-2.1122218796723224
-2.616188768,-2.500806657826992
-6.167430567,-5.626685397869787
-1.290694588,-0.05970623509096276
-2.98,-1.2296001719969387
-5.258091943,-5.068674123174338
-3.137104446,-2.9181110263865198
-1.668015062,-1.5758636564159536
-4.268702319,-4.14653458286588
-7.141299486,-5.497612717365294
-4.871844831,-4.074650417047796
-2.3900001,-2.105806270983234
-1.530975494,-1.6979208500363991
-7.294495949,-5.21697549231903
-5.923847702,-3.5402766127200556
-1.92,-1.9661765297948406
-0.728757608,-1.5010977964619046
-2.972512926,-3.533616087101781
-6.376832111,-5.949410308507568
-2.952032793,-2.8731521197541023
-1.961984761,-2.5126243335904364
-4.634119043,-4.69901842847245
-5.142154201,-2.026632346742481
-6.230056419,-5.85324568496745
